skill_id,node_type,domain,detected_tool,matched_keyword,secondary_domains,verb_prefix
abusing-dpapi-for-credential-access,skill,active_directory_and_identity_attacks,,dpapi,,abusing
abusing-shadow-credentials-for-privesc,skill,active_directory_and_identity_attacks,,shadow-credentials,,abusing
achieving-cmmc-level-2-compliance,skill,compliance_and_grc,,cmmc,,achieving
acquiring-disk-image-with-dd-and-dcfldd,skill,digital_forensics_and_incident_response,dd-and-dcfldd,disk-image,,acquiring
analyzing-active-directory-acl-abuse,skill,active_directory_and_identity_attacks,,active-directory,,analyzing
analyzing-android-malware-with-apktool,skill,mobile_security,apktool,android,malware_analysis_and_reverse_engineering,analyzing
analyzing-api-gateway-access-logs,skill,application_and_api_security,,api-gateway,,analyzing
analyzing-apt-group-with-mitre-navigator,skill,threat_intelligence,mitre-navigator,mitre-navigator,,analyzing
analyzing-azure-activity-logs-for-threats,skill,cloud_security,,azure,,analyzing
analyzing-bootkit-and-rootkit-samples,skill,malware_analysis_and_reverse_engineering,,rootkit,,analyzing
analyzing-browser-forensics-with-hindsight,skill,digital_forensics_and_incident_response,hindsight,browser-forensics,,analyzing
analyzing-campaign-attribution-evidence,skill,threat_intelligence,,campaign-attribution,,analyzing
analyzing-certificate-transparency-for-phishing,skill,network_security_and_perimeter,,certificate-transparency,email_and_social_engineering_security,analyzing
analyzing-cloud-storage-access-patterns,skill,cloud_security,,cloud-storage,,analyzing
analyzing-cobalt-strike-beacon-configuration,skill,malware_analysis_and_reverse_engineering,,cobalt-strike-beacon,,analyzing
analyzing-cobaltstrike-malleable-c2-profiles,skill,malware_analysis_and_reverse_engineering,,malleable-c2,offensive_security_and_red_teaming,analyzing
analyzing-command-and-control-communication,skill,malware_analysis_and_reverse_engineering,,command-and-control-communication,,analyzing
analyzing-cyber-kill-chain,skill,threat_intelligence,,cyber-kill-chain,,analyzing
analyzing-disk-image-with-autopsy,skill,digital_forensics_and_incident_response,autopsy,disk-image,,analyzing
analyzing-dns-logs-for-exfiltration,skill,detection_engineering_and_threat_hunting,,dns-logs-for-exfiltration,,analyzing
analyzing-docker-container-forensics,skill,digital_forensics_and_incident_response,,forensics,container_and_kubernetes_security,analyzing
analyzing-email-headers-for-phishing-investigation,skill,email_and_social_engineering_security,,phishing,,analyzing
analyzing-ethereum-smart-contract-vulnerabilities,skill,web3_and_smart_contract_security,,smart-contract,,analyzing
analyzing-golang-malware-with-ghidra,skill,malware_analysis_and_reverse_engineering,ghidra,malware,,analyzing
analyzing-heap-spray-exploitation,skill,malware_analysis_and_reverse_engineering,,heap-spray,,analyzing
analyzing-indicators-of-compromise,skill,threat_intelligence,,indicators-of-compromise,,analyzing
analyzing-ios-app-security-with-objection,skill,mobile_security,objection,ios-app,,analyzing
analyzing-kubernetes-audit-logs,skill,container_and_kubernetes_security,,kubernetes,,analyzing
analyzing-linux-audit-logs-for-intrusion,skill,digital_forensics_and_incident_response,,linux-audit-logs,,analyzing
analyzing-linux-elf-malware,skill,malware_analysis_and_reverse_engineering,,malware,,analyzing
analyzing-linux-kernel-rootkits,skill,malware_analysis_and_reverse_engineering,,rootkit,,analyzing
analyzing-linux-system-artifacts,skill,digital_forensics_and_incident_response,,linux-system-artifacts,,analyzing
analyzing-lnk-file-and-jump-list-artifacts,skill,digital_forensics_and_incident_response,,lnk-file,,analyzing
analyzing-macro-malware-in-office-documents,skill,malware_analysis_and_reverse_engineering,,malware,,analyzing
analyzing-malicious-pdf-with-peepdf,skill,malware_analysis_and_reverse_engineering,peepdf,peepdf,,analyzing
analyzing-malicious-url-with-urlscan,skill,detection_engineering_and_threat_hunting,urlscan,malicious-url,,analyzing
analyzing-malware-behavior-with-cuckoo-sandbox,skill,malware_analysis_and_reverse_engineering,cuckoo-sandbox,malware,,analyzing
analyzing-malware-family-relationships-with-malpedia,skill,malware_analysis_and_reverse_engineering,malpedia,malware,,analyzing
analyzing-malware-persistence-with-autoruns,skill,malware_analysis_and_reverse_engineering,autoruns,malware,,analyzing
analyzing-malware-sandbox-evasion-techniques,skill,malware_analysis_and_reverse_engineering,,malware,,analyzing
analyzing-memory-dumps-with-volatility,skill,digital_forensics_and_incident_response,volatility,volatility,,analyzing
analyzing-memory-forensics-with-lime-and-volatility,skill,digital_forensics_and_incident_response,lime-and-volatility,volatility,,analyzing
analyzing-mft-for-deleted-file-recovery,skill,digital_forensics_and_incident_response,,mft,,analyzing
analyzing-network-covert-channels-in-malware,skill,malware_analysis_and_reverse_engineering,,malware,,analyzing
analyzing-network-flow-data-with-netflow,skill,detection_engineering_and_threat_hunting,netflow,network-flow-data,,analyzing
analyzing-network-packets-with-scapy,skill,detection_engineering_and_threat_hunting,scapy,network-packets,,analyzing
analyzing-network-traffic-for-incidents,skill,detection_engineering_and_threat_hunting,,network-traffic-for-incidents,,analyzing
analyzing-network-traffic-of-malware,skill,malware_analysis_and_reverse_engineering,,malware,,analyzing
analyzing-network-traffic-with-wireshark,skill,network_security_and_perimeter,wireshark,wireshark,,analyzing
analyzing-office365-audit-logs-for-compromise,skill,cloud_security,,office365,,analyzing
analyzing-outlook-pst-for-email-forensics,skill,digital_forensics_and_incident_response,,outlook-pst,,analyzing
analyzing-packed-malware-with-upx-unpacker,skill,malware_analysis_and_reverse_engineering,upx-unpacker,malware,,analyzing
analyzing-pdf-malware-with-pdfid,skill,malware_analysis_and_reverse_engineering,pdfid,malware,,analyzing
analyzing-persistence-mechanisms-in-linux,skill,digital_forensics_and_incident_response,,persistence-mechanisms-in-linux,,analyzing
analyzing-powershell-empire-artifacts,skill,digital_forensics_and_incident_response,,powershell-empire-artifacts,,analyzing
analyzing-powershell-script-block-logging,skill,detection_engineering_and_threat_hunting,,powershell-script-block-logging,,analyzing
analyzing-prefetch-files-for-execution-history,skill,digital_forensics_and_incident_response,,prefetch,,analyzing
analyzing-ransomware-encryption-mechanisms,skill,malware_analysis_and_reverse_engineering,,ransomware-encryption,,analyzing
analyzing-ransomware-leak-site-intelligence,skill,threat_intelligence,,ransomware-leak-site,,analyzing
analyzing-ransomware-network-indicators,skill,threat_intelligence,,ransomware-network-indicators,,analyzing
analyzing-ransomware-payment-wallets,skill,threat_intelligence,,ransomware-payment-wallets,,analyzing
analyzing-sbom-for-supply-chain-vulnerabilities,skill,supply_chain_and_devsecops,,sbom,,analyzing
analyzing-security-logs-with-splunk,skill,detection_engineering_and_threat_hunting,splunk,splunk,,analyzing
analyzing-slack-space-and-file-system-artifacts,skill,digital_forensics_and_incident_response,,slack-space,,analyzing
analyzing-supply-chain-malware-artifacts,skill,malware_analysis_and_reverse_engineering,,malware,,analyzing
analyzing-threat-actor-ttps-with-mitre-attack,skill,threat_intelligence,mitre-attack,threat-actor,,analyzing
analyzing-threat-actor-ttps-with-mitre-navigator,skill,threat_intelligence,mitre-navigator,threat-actor,,analyzing
analyzing-threat-intelligence-feeds,skill,threat_intelligence,,threat-intelligence,,analyzing
analyzing-threat-landscape-with-misp,skill,threat_intelligence,misp,misp,,analyzing
analyzing-tls-certificate-transparency-logs,skill,network_security_and_perimeter,,certificate-transparency,,analyzing
analyzing-typosquatting-domains-with-dnstwist,skill,supply_chain_and_devsecops,dnstwist,typosquatting,,analyzing
analyzing-uefi-bootkit-persistence,skill,malware_analysis_and_reverse_engineering,,bootkit,,analyzing
analyzing-usb-device-connection-history,skill,digital_forensics_and_incident_response,,usb-device-connection,,analyzing
analyzing-web-server-logs-for-intrusion,skill,detection_engineering_and_threat_hunting,,web-server-logs-for-intrusion,,analyzing
analyzing-windows-amcache-artifacts,skill,digital_forensics_and_incident_response,,amcache,,analyzing
analyzing-windows-event-logs-in-splunk,skill,detection_engineering_and_threat_hunting,,splunk,,analyzing
analyzing-windows-lnk-files-for-artifacts,skill,digital_forensics_and_incident_response,,lnk-file,,analyzing
analyzing-windows-prefetch-with-python,skill,digital_forensics_and_incident_response,python,prefetch,,analyzing
analyzing-windows-registry-for-artifacts,skill,digital_forensics_and_incident_response,,windows-registry-for-artifacts,,analyzing
analyzing-windows-shellbag-artifacts,skill,digital_forensics_and_incident_response,,shellbag,,analyzing
assessing-vector-and-embedding-weaknesses,skill,ai_and_llm_security,,vector-and-embedding,,
attacking-entra-id-with-roadtools,skill,active_directory_and_identity_attacks,roadtools,entra-id,,
attacking-oauth-with-device-code-phishing,skill,active_directory_and_identity_attacks,device-code-phishing,oauth-with-device-code-phishing,email_and_social_engineering_security,
auditing-aws-s3-bucket-permissions,skill,cloud_security,,aws,,auditing
auditing-azure-active-directory-configuration,skill,active_directory_and_identity_attacks,,active-directory,cloud_security,auditing
auditing-cloud-with-cis-benchmarks,skill,cloud_security,cis-benchmarks,cloud-with-cis-benchmarks,compliance_and_grc,auditing
auditing-entra-id-with-aadinternals,skill,active_directory_and_identity_attacks,aadinternals,entra-id,,auditing
auditing-foundry-smart-contract-security,skill,web3_and_smart_contract_security,,smart-contract,,auditing
auditing-gcp-iam-permissions,skill,cloud_security,,gcp,,auditing
auditing-kubernetes-cluster-rbac,skill,container_and_kubernetes_security,,kubernetes,,auditing
auditing-kubernetes-rbac-privilege-escalation,skill,container_and_kubernetes_security,,kubernetes,,auditing
auditing-mcp-servers-for-tool-poisoning,skill,ai_and_llm_security,,mcp-servers,,auditing
auditing-terraform-infrastructure-for-security,skill,supply_chain_and_devsecops,,terraform-infrastructure,,auditing
auditing-tls-certificate-transparency-logs,skill,network_security_and_perimeter,,certificate-transparency,,auditing
auditing-uefi-firmware-with-chipsec,skill,malware_analysis_and_reverse_engineering,chipsec,uefi-firmware,,auditing
automating-ioc-enrichment,skill,threat_intelligence,,ioc,,automating
bash,domain,bash,,,,
benchmarking-kubernetes-with-kube-bench,skill,container_and_kubernetes_security,kube-bench,kubernetes,,
building-adversary-infrastructure-tracking-system,skill,offensive_security_and_red_teaming,,adversary-infrastructure,,building
building-attack-pattern-library-from-cti-reports,skill,threat_intelligence,,attack-pattern-library-from-cti,,building
building-automated-malware-submission-pipeline,skill,malware_analysis_and_reverse_engineering,,malware,,building
building-c2-infrastructure-with-sliver-framework,skill,offensive_security_and_red_teaming,sliver-framework,c2,,building
building-c2-redirector-infrastructure,skill,offensive_security_and_red_teaming,,c2,,building
building-cloud-siem-with-sentinel,skill,detection_engineering_and_threat_hunting,sentinel,siem,cloud_security,building
building-detection-rule-with-splunk-spl,skill,detection_engineering_and_threat_hunting,splunk-spl,splunk,,building
building-detection-rules-with-sigma,skill,detection_engineering_and_threat_hunting,sigma,sigma,,building
building-devsecops-pipeline-with-gitlab-ci,skill,supply_chain_and_devsecops,gitlab-ci,devsecops,,building
building-identity-federation-with-saml-azure-ad,skill,cloud_security,saml-azure-ad,azure,identity_and_access_management,building
building-identity-governance-lifecycle-process,skill,identity_and_access_management,,identity-governance,,building
building-incident-response-dashboard,skill,incident_response_and_soc_operations,,incident-response,,building
building-incident-response-playbook,skill,incident_response_and_soc_operations,,incident-response,,building
building-incident-timeline-with-timesketch,skill,digital_forensics_and_incident_response,timesketch,timesketch,,building
building-ioc-defanging-and-sharing-pipeline,skill,threat_intelligence,,ioc,,building
building-ioc-enrichment-pipeline-with-opencti,skill,threat_intelligence,opencti,opencti,,building
building-malware-incident-communication-template,skill,malware_analysis_and_reverse_engineering,,malware,incident_response_and_soc_operations,building
building-patch-tuesday-response-process,skill,incident_response_and_soc_operations,,patch-tuesday-response,,building
building-phishing-reporting-button-workflow,skill,email_and_social_engineering_security,,phishing,incident_response_and_soc_operations,building
building-ransomware-playbook-with-cisa-framework,skill,incident_response_and_soc_operations,cisa-framework,ransomware-playbook,,building
building-red-team-c2-infrastructure-with-havoc,skill,offensive_security_and_red_teaming,havoc,c2,,building
building-role-mining-for-rbac-optimization,skill,identity_and_access_management,,role-mining,,building
building-soc-escalation-matrix,skill,incident_response_and_soc_operations,,soc-escalation,,building
building-soc-metrics-and-kpi-tracking,skill,incident_response_and_soc_operations,,soc-metrics,,building
building-soc-playbook-for-ransomware,skill,incident_response_and_soc_operations,,soc-playbook,,building
building-super-timelines-with-plaso,skill,digital_forensics_and_incident_response,plaso,plaso,,building
building-threat-actor-profile-from-osint,skill,threat_intelligence,,threat-actor,,building
building-threat-feed-aggregation-with-misp,skill,threat_intelligence,misp,misp,,building
building-threat-hunt-hypothesis-framework,skill,threat_intelligence,,threat-hunt-hypothesis,,building
building-threat-intelligence-enrichment-in-splunk,skill,detection_engineering_and_threat_hunting,,splunk,threat_intelligence,building
building-threat-intelligence-feed-integration,skill,threat_intelligence,,threat-intelligence,,building
building-threat-intelligence-platform,skill,threat_intelligence,,threat-intelligence,,building
building-vulnerability-aging-and-sla-tracking,skill,vulnerability_management,,vulnerability-aging,,building
building-vulnerability-dashboard-with-defectdojo,skill,vulnerability_management,defectdojo,defectdojo,,building
building-vulnerability-exception-tracking-system,skill,vulnerability_management,,vulnerability-exception,,building
building-vulnerability-scanning-workflow,skill,vulnerability_management,,vulnerability-scanning,,building
bypassing-authentication-with-forced-browsing,skill,network_security_and_perimeter,forced-browsing,forced-browsing,,bypassing
coercing-authentication-with-coercer-petitpotam,skill,active_directory_and_identity_attacks,coercer-petitpotam,coercer-petitpotam,,
collecting-indicators-of-compromise,skill,threat_intelligence,,indicators-of-compromise,,collecting
collecting-open-source-intelligence,skill,threat_intelligence,,open-source-intelligence,,collecting
collecting-threat-intelligence-with-misp,skill,threat_intelligence,misp,misp,,collecting
collecting-volatile-evidence-from-compromised-host,skill,digital_forensics_and_incident_response,,collecting-volatile-evidence,,collecting
conducting-api-security-testing,skill,application_and_api_security,,api-security,,conducting
conducting-cloud-incident-response,skill,cloud_security,,cloud-incident,incident_response_and_soc_operations,conducting
conducting-cloud-penetration-testing,skill,cloud_security,,cloud-penetration,offensive_security_and_red_teaming,conducting
conducting-cyber-risk-assessment-with-nist-800-30,skill,compliance_and_grc,nist-800-30,nist-800-30,,conducting
conducting-domain-persistence-with-dcsync,skill,active_directory_and_identity_attacks,dcsync,dcsync,,conducting
conducting-external-reconnaissance-with-osint,skill,threat_intelligence,osint,osint,,conducting
conducting-full-scope-red-team-engagement,skill,offensive_security_and_red_teaming,,red-team,,conducting
conducting-internal-network-penetration-test,skill,offensive_security_and_red_teaming,,penetration-test,,conducting
conducting-internal-reconnaissance-with-bloodhound-ce,skill,active_directory_and_identity_attacks,bloodhound-ce,bloodhound,,conducting
conducting-malware-incident-response,skill,malware_analysis_and_reverse_engineering,,malware,incident_response_and_soc_operations,conducting
conducting-man-in-the-middle-attack-simulation,skill,network_security_and_perimeter,,man-in-the-middle,offensive_security_and_red_teaming,conducting
conducting-memory-forensics-with-volatility,skill,digital_forensics_and_incident_response,volatility,volatility,,conducting
conducting-mobile-app-penetration-test,skill,mobile_security,,mobile-app,offensive_security_and_red_teaming,conducting
conducting-network-penetration-test,skill,offensive_security_and_red_teaming,,penetration-test,,conducting
conducting-pass-the-ticket-attack,skill,active_directory_and_identity_attacks,,pass-the-ticket,,conducting
conducting-phishing-incident-response,skill,email_and_social_engineering_security,,phishing,incident_response_and_soc_operations,conducting
conducting-post-incident-lessons-learned,skill,incident_response_and_soc_operations,,post-incident-lessons-learned,,conducting
conducting-social-engineering-penetration-test,skill,email_and_social_engineering_security,,social-engineering,offensive_security_and_red_teaming,conducting
conducting-social-engineering-pretext-call,skill,email_and_social_engineering_security,,social-engineering,,conducting
conducting-spearphishing-simulation-campaign,skill,email_and_social_engineering_security,,phishing,,conducting
conducting-wireless-network-penetration-test,skill,network_security_and_perimeter,,wireless-network,offensive_security_and_red_teaming,conducting
configuring-active-directory-tiered-model,skill,active_directory_and_identity_attacks,,active-directory,,configuring
configuring-aws-verified-access-for-ztna,skill,cloud_security,,aws,zero_trust_and_secure_access,configuring
configuring-certificate-authority-with-openssl,skill,cryptography_and_pki,openssl,openssl,,configuring
configuring-host-based-intrusion-detection,skill,network_security_and_perimeter,,host-based-intrusion,,configuring
configuring-hsm-for-key-storage,skill,cryptography_and_pki,,hsm-for,,configuring
configuring-identity-aware-proxy-with-google-iap,skill,zero_trust_and_secure_access,google-iap,identity-aware-proxy,,configuring
configuring-ldap-security-hardening,skill,active_directory_and_identity_attacks,,ldap-security,,configuring
configuring-microsegmentation-for-zero-trust,skill,zero_trust_and_secure_access,,zero-trust,,configuring
configuring-multi-factor-authentication-with-duo,skill,identity_and_access_management,duo,multi-factor-authentication,,configuring
configuring-network-segmentation-with-vlans,skill,network_security_and_perimeter,vlans,network-segmentation,,configuring
configuring-oauth2-authorization-flow,skill,application_and_api_security,,oauth2,,configuring
configuring-pfsense-firewall-rules,skill,network_security_and_perimeter,,pfsense,,configuring
configuring-snort-ids-for-intrusion-detection,skill,network_security_and_perimeter,,snort,,configuring
configuring-suricata-for-network-monitoring,skill,network_security_and_perimeter,,suricata,,configuring
configuring-tls-1-3-for-secure-communications,skill,network_security_and_perimeter,,tls-1-3,,configuring
configuring-windows-defender-advanced-settings,skill,endpoint_security_and_hardening,,windows-defender,,configuring
configuring-windows-event-logging-for-detection,skill,endpoint_security_and_hardening,,windows-event-logging-for-detection,,configuring
configuring-zscaler-private-access-for-ztna,skill,zero_trust_and_secure_access,,ztna,,configuring
containing-active-breach,skill,incident_response_and_soc_operations,,containing-active-breach,,containing
continuous-llm-red-teaming-with-promptfoo,skill,ai_and_llm_security,promptfoo,llm,offensive_security_and_red_teaming,
correlating-security-events-in-qradar,skill,detection_engineering_and_threat_hunting,,qradar,,correlating
correlating-threat-campaigns,skill,detection_engineering_and_threat_hunting,,correlating-threat-campaigns,,correlating
defending-llms-with-guardrails,skill,ai_and_llm_security,guardrails,llm,,defending
delegate-router,infra_or_meta_needs_triage,,,,,
delegation-gate,infra_or_meta_needs_triage,,,,,
deobfuscating-javascript-malware,skill,malware_analysis_and_reverse_engineering,,malware,,deobfuscating
deobfuscating-powershell-obfuscated-malware,skill,malware_analysis_and_reverse_engineering,,malware,,deobfuscating
deploying-active-directory-honeytokens,skill,deception_technology,,honeytoken,active_directory_and_identity_attacks,deploying
deploying-cloud-deception-with-decoy-resources,skill,deception_technology,decoy-resources,decoy,,deploying
deploying-cloudflare-access-for-zero-trust,skill,cloud_security,,cloudflare,zero_trust_and_secure_access,deploying
deploying-decoy-files-for-ransomware-detection,skill,deception_technology,,decoy,,deploying
deploying-edr-agent-with-crowdstrike,skill,endpoint_security_and_hardening,crowdstrike,edr-agent,,deploying
deploying-honeytokens-and-canarytokens,skill,deception_technology,,honeytoken,,deploying
deploying-osquery-for-endpoint-monitoring,skill,endpoint_security_and_hardening,,osquery,,deploying
deploying-palo-alto-prisma-access-zero-trust,skill,zero_trust_and_secure_access,,zero-trust,,deploying
deploying-ransomware-canary-files,skill,incident_response_and_soc_operations,,ransomware-canary,,deploying
deploying-software-defined-perimeter,skill,zero_trust_and_secure_access,,software-defined-perimeter,,deploying
deploying-tailscale-for-zero-trust-vpn,skill,zero_trust_and_secure_access,,zero-trust,,deploying
designing-adversary-engagement-with-mitre-engage,skill,threat_intelligence,mitre-engage,mitre-engage,offensive_security_and_red_teaming,
detecting-ai-model-prompt-injection-attacks,skill,ai_and_llm_security,,prompt-injection,,detecting
detecting-anomalies-in-industrial-control-systems,skill,ot_ics_scada_security,,industrial-control-systems,,detecting
detecting-anomalous-authentication-patterns,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-api-enumeration-attacks,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-arp-poisoning-in-network-traffic,skill,network_security_and_perimeter,,arp-poisoning,,detecting
detecting-attacks-on-historian-servers,skill,ot_ics_scada_security,,historian,,detecting
detecting-attacks-on-scada-systems,skill,ot_ics_scada_security,,scada,,detecting
detecting-aws-cloudtrail-anomalies,skill,cloud_security,,aws,,detecting
detecting-aws-credential-exposure-with-trufflehog,skill,cloud_security,trufflehog,aws,,detecting
detecting-aws-guardduty-findings-automation,skill,cloud_security,,aws,,detecting
detecting-aws-iam-privilege-escalation,skill,cloud_security,,aws,,detecting
detecting-azure-lateral-movement,skill,active_directory_and_identity_attacks,,lateral-movement,cloud_security,detecting
detecting-azure-service-principal-abuse,skill,cloud_security,,azure,,detecting
detecting-azure-storage-account-misconfigurations,skill,cloud_security,,azure,,detecting
detecting-beaconing-patterns-with-zeek,skill,detection_engineering_and_threat_hunting,zeek,zeek,,detecting
detecting-bluetooth-low-energy-attacks,skill,network_security_and_perimeter,,bluetooth,,detecting
detecting-broken-object-property-level-authorization,skill,application_and_api_security,,broken-object,,detecting
detecting-business-email-compromise,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-business-email-compromise-with-ai,skill,ai_and_llm_security,ai,business-email-compromise-with-ai,,detecting
detecting-cloud-threats-with-guardduty,skill,cloud_security,guardduty,guardduty,,detecting
detecting-command-and-control-over-dns,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-compromised-cloud-credentials,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-container-drift-at-runtime,skill,container_and_kubernetes_security,,container,,detecting
detecting-container-escape-attempts,skill,container_and_kubernetes_security,,container,,detecting
detecting-container-escape-with-falco-rules,skill,container_and_kubernetes_security,falco-rules,falco,,detecting
detecting-container-runtime-threats-with-falco,skill,container_and_kubernetes_security,falco,falco,,detecting
detecting-credential-dumping-techniques,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-cryptomining-in-cloud,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-data-and-model-poisoning,skill,ai_and_llm_security,,data-and-model-poisoning,,detecting
detecting-dcsync-attack-in-active-directory,skill,active_directory_and_identity_attacks,,active-directory,,detecting
detecting-deepfake-audio-in-vishing-attacks,skill,email_and_social_engineering_security,,vishing,,detecting
detecting-dependency-confusion,skill,supply_chain_and_devsecops,,dependency-confusion,,detecting
detecting-dll-sideloading-attacks,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-dnp3-protocol-anomalies,skill,ot_ics_scada_security,,dnp3,,detecting
detecting-dns-exfiltration-with-dns-query-analysis,skill,detection_engineering_and_threat_hunting,dns-query-analysis,fallback-verb,,detecting
detecting-email-account-compromise,skill,email_and_social_engineering_security,,email-account-compromise,,detecting
detecting-email-forwarding-rules-attack,skill,email_and_social_engineering_security,,email-forwarding-rules,,detecting
detecting-entra-offensive-tools-in-graph-logs,skill,active_directory_and_identity_attacks,,entra-offensive-tools,,detecting
detecting-evasion-techniques-in-endpoint-logs,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-exfiltration-over-dns-with-zeek,skill,detection_engineering_and_threat_hunting,zeek,zeek,,detecting
detecting-fileless-attacks-on-endpoints,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-fileless-malware-techniques,skill,malware_analysis_and_reverse_engineering,,malware,,detecting
detecting-golden-ticket-attacks-in-kerberos-logs,skill,active_directory_and_identity_attacks,,golden-ticket,,detecting
detecting-golden-ticket-forgery,skill,active_directory_and_identity_attacks,,golden-ticket,,detecting
detecting-indirect-prompt-injection,skill,ai_and_llm_security,,prompt-injection,,detecting
detecting-insider-data-exfiltration-via-dlp,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-insider-threat-behaviors,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-insider-threat-with-ueba,skill,detection_engineering_and_threat_hunting,ueba,ueba,,detecting
detecting-kerberoasting-attacks,skill,active_directory_and_identity_attacks,,kerberoast,,detecting
detecting-lateral-movement-in-network,skill,active_directory_and_identity_attacks,,lateral-movement,,detecting
detecting-lateral-movement-with-splunk,skill,detection_engineering_and_threat_hunting,splunk,splunk,active_directory_and_identity_attacks,detecting
detecting-lateral-movement-with-zeek,skill,detection_engineering_and_threat_hunting,zeek,zeek,active_directory_and_identity_attacks,detecting
detecting-living-off-the-land-attacks,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-living-off-the-land-with-lolbas,skill,detection_engineering_and_threat_hunting,lolbas,fallback-verb,,detecting
detecting-malicious-npm-packages,skill,supply_chain_and_devsecops,,npm,,detecting
detecting-malicious-scheduled-tasks-with-sysmon,skill,detection_engineering_and_threat_hunting,sysmon,sysmon,,detecting
detecting-mimikatz-execution-patterns,skill,active_directory_and_identity_attacks,,mimikatz,,detecting
detecting-misconfigured-azure-storage,skill,cloud_security,,azure,,detecting
detecting-mobile-malware-behavior,skill,mobile_security,,mobile-malware,malware_analysis_and_reverse_engineering,detecting
detecting-modbus-command-injection-attacks,skill,ot_ics_scada_security,,modbus,,detecting
detecting-modbus-protocol-anomalies,skill,ot_ics_scada_security,,modbus,,detecting
detecting-model-extraction-attacks,skill,ai_and_llm_security,,model-extraction,,detecting
detecting-network-anomalies-with-zeek,skill,detection_engineering_and_threat_hunting,zeek,zeek,,detecting
detecting-network-scanning-with-ids-signatures,skill,network_security_and_perimeter,ids-signatures,ids-signatures,,detecting
detecting-ntlm-relay-with-event-correlation,skill,active_directory_and_identity_attacks,event-correlation,ntlm-relay,,detecting
detecting-oauth-token-theft,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-pass-the-hash-attacks,skill,active_directory_and_identity_attacks,,pass-the-hash,,detecting
detecting-pass-the-ticket-attacks,skill,active_directory_and_identity_attacks,,pass-the-ticket,,detecting
detecting-port-scanning-with-fail2ban,skill,network_security_and_perimeter,fail2ban,fail2ban,,detecting
detecting-privilege-escalation-attempts,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-privilege-escalation-in-kubernetes-pods,skill,container_and_kubernetes_security,,kubernetes,,detecting
detecting-process-hollowing-technique,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-process-injection-techniques,skill,detection_engineering_and_threat_hunting,,fallback-verb,,detecting
detecting-qr-code-phishing-with-email-security,skill,email_and_social_engineering_security,email-security,phishing,,detecting
detecting-ransomware-encryption-behavior,skill,malware_analysis_and_reverse_engineering,,ransomware-encryption,,detecting
